 no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, loan_status, movable_assets, immovable_assets,loan_to_income_ratio,assets_to_loan_ratio, cibil_category
4, Not Graduate, No,4100000,13100000,14,772, Approved,14300000,15400000,3.1951219512195124,2.267175572519084,Excellent
2, Not Graduate, Yes,7900000,16100000,18,318, Rejected,39200000,20200000,2.037974683544304,3.68944099378882,Poor
3, Not Graduate, Yes,5600000,20900000,14,649, Approved,21200000,14700000,3.732142857142857,1.7177033492822966,Fair
3, Not Graduate, No,1200000,3100000,10,438, Rejected,4900000,3700000,2.5833333333333335,2.774193548387097,Poor
5, Graduate, No,6900000,19700000,6,588, Approved,24400000,17300000,2.8550724637681157,2.116751269035533,Fair
5, Not Graduate, No,2700000,5600000,2,815, Approved,9700000,3100000,2.074074074074074,2.2857142857142856,Excellent
4, Graduate, Yes,9800000,22100000,4,364, Rejected,33800000,27900000,2.2551020408163267,2.7918552036199094,Poor
2, Not Graduate, No,9300000,32300000,4,586, Approved,47400000,20700000,3.4731182795698925,2.108359133126935,Fair
4, Not Graduate, No,6700000,25300000,12,555, Approved,28400000,20500000,3.7761194029850746,1.9328063241106719,Fair
4, Graduate, No,1300000,4600000,10,312, Rejected,3900000,2400000,3.5384615384615383,1.3695652173913044,Poor
2, Graduate, Yes,7900000,17100000,16,605, Approved,32300000,33300000,2.1645569620253164,3.8362573099415203,Fair
5, Not Graduate, No,6700000,23200000,18,672, Approved,26200000,8300000,3.462686567164179,1.4870689655172413,Good
2, Not Graduate, Yes,2100000,4500000,18,591, Approved,7000000,3000000,2.142857142857143,2.2222222222222223,Fair
4, Graduate, Yes,4700000,11000000,4,321, Rejected,16500000,10200000,2.3404255319148937,2.4272727272727272,Poor
2, Graduate, No,3700000,13400000,16,393, Rejected,17700000,7000000,3.6216216216216215,1.8432835820895523,Poor
0, Graduate, Yes,5800000,21800000,2,561, Approved,19200000,11600000,3.7586206896551726,1.4128440366972477,Fair
5, Graduate, Yes,2400000,6900000,20,725, Approved,11200000,2100000,2.875,1.9275362318840579,Good
1, Not Graduate, Yes,8100000,27600000,16,438, Rejected,40200000,11500000,3.4074074074074074,1.8731884057971016,Poor
5, Graduate, Yes,5400000,21400000,12,399, Rejected,19200000,13700000,3.962962962962963,1.5373831775700935,Poor
0, Graduate, No,1400000,5400000,8,592, Approved,5100000,4500000,3.857142857142857,1.7777777777777777,Fair
2, Not Graduate, No,2500000,8600000,8,835, Approved,9000000,6500000,3.44,1.802325581395349,Excellent
0, Not Graduate, Yes,1600000,5300000,4,733, Approved,6600000,2500000,3.3125,1.7169811320754718,Good
0, Not Graduate, No,3700000,10600000,20,484, Rejected,17400000,7100000,2.864864864864865,2.311320754716981,Poor
5, Not Graduate, Yes,500000,1800000,20,615, Approved,1400000,1200000,3.6,1.4444444444444444,Fair
3, Not Graduate, Yes,5300000,19500000,4,591, Approved,27700000,17900000,3.6792452830188678,2.3384615384615386,Fair
0, Graduate, Yes,2800000,6800000,12,349, Rejected,12500000,6100000,2.4285714285714284,2.735294117647059,Poor
1, Graduate, Yes,9600000,29900000,18,478, Rejected,47600000,33700000,3.1145833333333335,2.719063545150502,Poor
4, Graduate, No,2200000,7800000,20,633, Approved,10300000,3900000,3.5454545454545454,1.8205128205128205,Fair
1, Not Graduate, Yes,8400000,30900000,8,378, Rejected,37000000,19600000,3.6785714285714284,1.831715210355987,Poor
1, Not Graduate, No,2100000,5300000,20,461, Rejected,9800000,5300000,2.5238095238095237,2.849056603773585,Poor
2, Not Graduate, Yes,2800000,7000000,2,834, Approved,9400000,3400000,2.5,1.8285714285714285,Excellent
0, Not Graduate, No,2500000,5800000,20,671, Approved,9500000,7900000,2.32,3.0,Good
3, Graduate, Yes,1700000,5800000,10,524, Rejected,7400000,7000000,3.411764705882353,2.4827586206896552,Poor
3, Graduate, No,6100000,20700000,4,816, Approved,30100000,20300000,3.3934426229508197,2.4347826086956523,Excellent
3, Graduate, No,4100000,11700000,10,729, Approved,17500000,13100000,2.8536585365853657,2.6153846153846154,Good
5, Not Graduate, Yes,4500000,12700000,8,307, Rejected,15300000,14800000,2.8222222222222224,2.37007874015748,Poor
2, Graduate, Yes,5600000,19100000,8,350, Rejected,18400000,3900000,3.4107142857142856,1.1675392670157068,Poor
3, Not Graduate, Yes,5800000,16600000,10,444, Rejected,23500000,19200000,2.8620689655172415,2.572289156626506,Poor
4, Not Graduate, No,8600000,26700000,10,895, Approved,29500000,11000000,3.104651162790698,1.5168539325842696,Excellent
2, Graduate, No,2900000,10500000,20,708, Approved,12000000,4800000,3.6206896551724137,1.6,Good
2, Not Graduate, Yes,8300000,17600000,2,355, Rejected,35200000,1700000,2.1204819277108435,2.096590909090909,Poor
5, Not Graduate, No,2400000,5100000,6,756, Approved,8700000,1700000,2.125,2.0392156862745097,Excellent
4, Graduate, No,5600000,12000000,4,719, Approved,17900000,8500000,2.142857142857143,2.2,Good
1, Graduate, Yes,9500000,35400000,14,439, Rejected,33700000,1600000,3.7263157894736842,0.9971751412429378,Poor
4, Not Graduate, Yes,4900000,15900000,10,668, Approved,17700000,19100000,3.2448979591836733,2.3144654088050314,Good
4, Not Graduate, Yes,5900000,16500000,2,765, Approved,23500000,22400000,2.7966101694915255,2.7818181818181817,Excellent
5, Graduate, Yes,500000,1500000,4,476, Approved,1800000,400000,3.0,1.4666666666666666,Poor
3, Graduate, No,7000000,21700000,14,781, Approved,28900000,13900000,3.1,1.9723502304147464,Excellent
1, Not Graduate, No,3500000,12700000,4,350, Approved,14700000,12000000,3.6285714285714286,2.1023622047244093,Poor
0, Graduate, No,5200000,12200000,16,783, Approved,16500000,7000000,2.3461538461538463,1.9262295081967213,Excellent
3, Graduate, Yes,6300000,19900000,12,770, Approved,18600000,4300000,3.1587301587301586,1.150753768844221,Excellent
2, Not Graduate, No,8400000,28300000,10,822, Approved,37400000,17800000,3.369047619047619,1.9505300353356891,Excellent
1, Not Graduate, Yes,7500000,22500000,14,469, Rejected,20700000,21900000,3.0,1.8933333333333333,Poor
2, Graduate, No,3300000,13000000,16,300, Rejected,10500000,11400000,3.9393939393939394,1.6846153846153846,Poor
2, Not Graduate, No,8800000,22400000,14,692, Approved,29500000,26800000,2.5454545454545454,2.513392857142857,Good
5, Graduate, No,200000,700000,18,707, Approved,700000,0,3.5,1.0,Good
5, Not Graduate, Yes,8000000,29100000,4,658, Approved,33400000,19200000,3.6375,1.8075601374570447,Good
3, Graduate, No,1000000,4000000,6,625, Approved,3300000,800000,4.0,1.025,Fair
1, Graduate, No,9400000,26700000,10,343, Rejected,41800000,10100000,2.8404255319148937,1.9438202247191012,Poor
5, Graduate, No,2100000,7300000,18,358, Rejected,9400000,6900000,3.4761904761904763,2.232876712328767,Poor
4, Graduate, Yes,5400000,11500000,20,705, Approved,19600000,18400000,2.1296296296296298,3.3043478260869565,Good
2, Graduate, Yes,4700000,15100000,8,799, Approved,15400000,12200000,3.2127659574468086,1.8278145695364238,Excellent
3, Graduate, No,8800000,33700000,12,397, Rejected,31000000,33300000,3.8295454545454546,1.9080118694362018,Poor
5, Graduate, No,3200000,12200000,6,493, Rejected,8800000,13900000,3.8125,1.860655737704918,Poor
0, Graduate, Yes,7200000,21900000,4,446, Approved,32100000,28600000,3.0416666666666665,2.771689497716895,Poor
2, Not Graduate, Yes,2500000,7200000,16,315, Rejected,7700000,8800000,2.88,2.2916666666666665,Poor
5, Not Graduate, Yes,6900000,15700000,14,887, Approved,29700000,19100000,2.2753623188405796,3.1082802547770703,Excellent
5, Graduate, Yes,5700000,20500000,16,429, Rejected,26300000,4700000,3.5964912280701755,1.5121951219512195,Poor
4, Graduate, Yes,5500000,15100000,18,673, Approved,21100000,18500000,2.7454545454545456,2.622516556291391,Good
4, Not Graduate, Yes,9200000,29100000,10,731, Approved,40800000,22800000,3.1630434782608696,2.185567010309278,Good
5, Graduate, Yes,5700000,11500000,2,732, Approved,20900000,19500000,2.017543859649123,3.5130434782608697,Good
5, Graduate, Yes,5000000,16400000,14,525, Rejected,18600000,22100000,3.28,2.481707317073171,Poor
4, Not Graduate, No,2300000,5500000,6,343, Rejected,8000000,4000000,2.391304347826087,2.1818181818181817,Poor
0, Not Graduate, Yes,3000000,11000000,16,331, Rejected,9000000,12500000,3.6666666666666665,1.9545454545454546,Poor
0, Not Graduate, No,7900000,26200000,18,845, Approved,33700000,28900000,3.3164556962025316,2.3893129770992365,Excellent
2, Graduate, No,2000000,6200000,16,696, Approved,6700000,4700000,3.1,1.8387096774193548,Good
5, Not Graduate, No,2700000,8700000,14,772, Approved,11300000,5000000,3.2222222222222223,1.8735632183908046,Excellent
3, Graduate, Yes,6400000,15800000,18,628, Approved,30100000,9600000,2.46875,2.5126582278481013,Fair
0, Not Graduate, Yes,8200000,19100000,2,764, Approved,24500000,31800000,2.3292682926829267,2.9476439790575917,Excellent
1, Graduate, No,2800000,6900000,14,553, Approved,11000000,5300000,2.4642857142857144,2.36231884057971,Fair
1, Not Graduate, No,8900000,20000000,2,653, Approved,27700000,13300000,2.247191011235955,2.05,Good
1, Not Graduate, No,5100000,20000000,4,506, Approved,27000000,16800000,3.9215686274509802,2.19,Poor
3, Graduate, No,2800000,8500000,20,431, Rejected,10000000,7900000,3.0357142857142856,2.1058823529411765,Poor
2, Not Graduate, Yes,6100000,12300000,18,697, Approved,16100000,23200000,2.0163934426229506,3.1951219512195124,Good
2, Not Graduate, No,8400000,24500000,6,588, Approved,33300000,12300000,2.9166666666666665,1.8612244897959183,Fair
1, Not Graduate, No,1600000,5600000,6,846, Approved,5800000,3400000,3.5,1.6428571428571428,Excellent
5, Graduate, No,4100000,11000000,14,379, Rejected,13900000,7900000,2.682926829268293,1.981818181818182,Poor
1, Not Graduate, No,300000,700000,10,745, Approved,1000000,0,2.3333333333333335,1.4285714285714286,Good
3, Graduate, No,9600000,34500000,20,523, Rejected,29600000,28700000,3.59375,1.6898550724637682,Poor
4, Graduate, Yes,8300000,25400000,4,624, Approved,30200000,26900000,3.0602409638554215,2.248031496062992,Fair
1, Graduate, No,4600000,16700000,16,407, Rejected,12600000,19000000,3.630434782608696,1.8922155688622755,Poor
3, Not Graduate, Yes,5600000,11600000,12,756, Approved,26200000,5100000,2.0714285714285716,2.6982758620689653,Excellent
3, Graduate, Yes,4100000,8300000,16,351, Rejected,13300000,6100000,2.024390243902439,2.3373493975903616,Poor
3, Not Graduate, No,3700000,13400000,18,373, Rejected,15700000,2900000,3.6216216216216215,1.3880597014925373,Poor
4, Not Graduate, Yes,800000,2400000,2,461, Approved,2600000,2600000,3.0,2.1666666666666665,Poor
4, Graduate, No,8100000,28100000,12,672, Approved,26700000,14800000,3.4691358024691357,1.4768683274021353,Good
2, Graduate, Yes,2700000,9500000,10,434, Rejected,9900000,4200000,3.5185185185185186,1.4842105263157894,Poor
2, Not Graduate, Yes,7000000,21400000,12,541, Rejected,29400000,5000000,3.057142857142857,1.6074766355140186,Poor
3, Not Graduate, Yes,8100000,29300000,2,413, Approved,31900000,23200000,3.617283950617284,1.8805460750853242,Poor
1, Graduate, No,3200000,7600000,4,592, Approved,12800000,4400000,2.375,2.263157894736842,Fair
4, Not Graduate, Yes,400000,1400000,10,665, Approved,1700000,600000,3.5,1.6428571428571428,Good
1, Graduate, No,7800000,23900000,4,313, Approved,33900000,17900000,3.0641025641025643,2.1673640167364017,Poor
0, Not Graduate, No,5800000,19600000,14,673, Approved,25200000,19600000,3.3793103448275863,2.2857142857142856,Good
0, Not Graduate, Yes,2600000,6000000,8,382, Rejected,9800000,3900000,2.3076923076923075,2.283333333333333,Poor
5, Not Graduate, No,5400000,21100000,12,661, Approved,25500000,26200000,3.9074074074074074,2.4502369668246446,Good
3, Graduate, Yes,600000,1700000,4,576, Approved,2600000,500000,2.8333333333333335,1.8235294117647058,Fair
1, Graduate, No,600000,1200000,14,443, Rejected,3000000,1700000,2.0,3.9166666666666665,Poor
5, Graduate, Yes,9500000,21700000,16,307, Rejected,38200000,30200000,2.2842105263157895,3.152073732718894,Poor
4, Graduate, Yes,1900000,4800000,12,656, Approved,7100000,3100000,2.526315789473684,2.125,Good
1, Graduate, Yes,9800000,21200000,4,885, Approved,48100000,34400000,2.163265306122449,3.891509433962264,Excellent
3, Graduate, No,7800000,16600000,20,896, Approved,36000000,23200000,2.128205128205128,3.566265060240964,Excellent
5, Not Graduate, No,4900000,14100000,2,802, Approved,18800000,10800000,2.877551020408163,2.099290780141844,Excellent
3, Graduate, Yes,8300000,22700000,2,650, Approved,23800000,19600000,2.7349397590361444,1.9118942731277533,Fair
4, Not Graduate, Yes,3900000,8900000,10,665, Approved,14500000,13300000,2.282051282051282,3.1235955056179776,Good
2, Graduate, No,9000000,35700000,12,339, Rejected,28500000,23600000,3.966666666666667,1.4593837535014005,Poor
1, Not Graduate, No,9600000,32400000,20,447, Rejected,24500000,33800000,3.375,1.7993827160493827,Poor
5, Not Graduate, Yes,1000000,2400000,18,613, Approved,3200000,2900000,2.4,2.5416666666666665,Fair
5, Graduate, No,2800000,7200000,16,424, Rejected,9300000,5900000,2.5714285714285716,2.111111111111111,Poor
2, Not Graduate, No,8300000,20800000,6,667, Approved,32200000,23400000,2.5060240963855422,2.673076923076923,Good
4, Not Graduate, Yes,6900000,18300000,18,715, Approved,22500000,8800000,2.652173913043478,1.710382513661202,Good
5, Not Graduate, Yes,3800000,9100000,18,654, Approved,13200000,13000000,2.3947368421052633,2.879120879120879,Good
2, Not Graduate, No,8000000,17800000,20,549, Rejected,38200000,12100000,2.225,2.8258426966292136,Poor
4, Graduate, Yes,9800000,29700000,4,373, Approved,47800000,16600000,3.0306122448979593,2.1683501683501682,Poor
0, Graduate, Yes,2900000,7200000,16,332, Rejected,11200000,9300000,2.4827586206896552,2.8472222222222223,Poor
4, Graduate, No,7900000,31500000,20,534, Rejected,28000000,20900000,3.9873417721518987,1.5523809523809524,Poor
3, Not Graduate, No,4600000,17900000,8,396, Rejected,14900000,14700000,3.891304347826087,1.6536312849162011,Poor
2, Graduate, No,1000000,3700000,18,892, Approved,3500000,3000000,3.7,1.7567567567567568,Excellent
5, Graduate, No,9000000,21300000,14,602, Approved,46400000,11100000,2.3666666666666667,2.699530516431925,Fair
0, Graduate, Yes,9400000,36100000,10,615, Approved,36500000,25000000,3.8404255319148937,1.703601108033241,Fair
5, Graduate, Yes,7400000,23300000,20,482, Rejected,35900000,19300000,3.1486486486486487,2.369098712446352,Poor
0, Graduate, No,6600000,20100000,16,397, Rejected,25600000,26200000,3.0454545454545454,2.5771144278606966,Poor
0, Not Graduate, No,1300000,3400000,10,464, Rejected,4900000,1400000,2.6153846153846154,1.8529411764705883,Poor
0, Graduate, Yes,1100000,3400000,14,832, Approved,6000000,3400000,3.090909090909091,2.764705882352941,Excellent
5, Graduate, No,9200000,34800000,12,802, Approved,32300000,33000000,3.782608695652174,1.8764367816091954,Excellent
2, Graduate, No,7000000,23900000,18,628, Approved,32400000,20000000,3.414285714285714,2.192468619246862,Fair
4, Graduate, No,5100000,18800000,10,694, Approved,17600000,11700000,3.6862745098039214,1.5585106382978724,Good
1, Not Graduate, Yes,3200000,9300000,20,741, Approved,9200000,7300000,2.90625,1.7741935483870968,Good
1, Not Graduate, Yes,3700000,10900000,14,748, Approved,17300000,6500000,2.945945945945946,2.18348623853211,Good
5, Graduate, No,3600000,12800000,4,320, Approved,15500000,5400000,3.5555555555555554,1.6328125,Poor
1, Graduate, No,5600000,11700000,10,774, Approved,19600000,15300000,2.0892857142857144,2.982905982905983,Excellent
0, Not Graduate, Yes,9500000,32000000,2,500, Approved,30100000,18000000,3.3684210526315788,1.503125,Poor
4, Not Graduate, No,1500000,4000000,18,706, Approved,6100000,2700000,2.6666666666666665,2.2,Good
4, Not Graduate, No,7400000,18300000,10,601, Approved,34900000,29000000,2.472972972972973,3.4918032786885247,Fair
2, Graduate, No,6000000,17400000,16,806, Approved,23700000,3900000,2.9,1.5862068965517242,Excellent
0, Graduate, Yes,3000000,9600000,6,644, Approved,13500000,4600000,3.2,1.8854166666666667,Fair
4, Graduate, Yes,6000000,12900000,14,723, Approved,17700000,2300000,2.15,1.550387596899225,Good
5, Graduate, Yes,600000,1500000,12,509, Rejected,2700000,1700000,2.5,2.933333333333333,Poor
0, Graduate, No,1800000,6600000,4,898, Approved,6000000,2500000,3.6666666666666665,1.2878787878787878,Excellent
2, Graduate, Yes,5500000,12000000,2,567, Approved,18500000,11900000,2.1818181818181817,2.533333333333333,Fair
1, Graduate, No,1000000,2100000,6,715, Approved,3300000,3200000,2.1,3.0952380952380953,Good
2, Not Graduate, Yes,1700000,3500000,10,854, Approved,5100000,7400000,2.0588235294117645,3.5714285714285716,Excellent
1, Graduate, Yes,3400000,12300000,8,523, Rejected,10900000,10800000,3.6176470588235294,1.7642276422764227,Poor
1, Graduate, Yes,9600000,35900000,8,534, Rejected,37300000,42200000,3.7395833333333335,2.214484679665738,Poor
0, Not Graduate, Yes,2600000,7600000,18,470, Rejected,8400000,1400000,2.923076923076923,1.2894736842105263,Poor
1, Graduate, No,1600000,3500000,18,619, Approved,7800000,3300000,2.1875,3.1714285714285713,Fair
0, Graduate, Yes,4300000,12800000,20,572, Approved,17100000,10800000,2.9767441860465116,2.1796875,Fair
3, Graduate, No,1400000,3500000,16,365, Rejected,4500000,4800000,2.5,2.657142857142857,Poor
0, Not Graduate, No,8000000,18000000,16,791, Approved,34000000,24200000,2.25,3.2333333333333334,Excellent
4, Not Graduate, Yes,5000000,18100000,12,424, Rejected,20600000,7200000,3.62,1.5359116022099448,Poor
5, Graduate, No,4500000,10200000,12,726, Approved,21700000,11500000,2.2666666666666666,3.2549019607843137,Good
1, Graduate, No,3400000,9900000,2,736, Approved,15100000,8700000,2.911764705882353,2.404040404040404,Good
5, Graduate, Yes,5700000,12800000,14,488, Rejected,18700000,14600000,2.245614035087719,2.6015625,Poor
2, Not Graduate, Yes,2600000,7600000,10,400, Rejected,13300000,9600000,2.923076923076923,3.013157894736842,Poor
0, Graduate, Yes,4500000,12200000,20,311, Rejected,15100000,16200000,2.7111111111111112,2.5655737704918034,Poor
2, Not Graduate, Yes,5100000,16800000,2,504, Approved,21500000,9100000,3.2941176470588234,1.8214285714285714,Poor
4, Not Graduate, Yes,5100000,18600000,20,312, Rejected,22000000,15600000,3.6470588235294117,2.021505376344086,Poor
5, Graduate, Yes,1700000,6500000,14,587, Approved,7900000,2100000,3.823529411764706,1.5384615384615385,Fair
1, Not Graduate, No,5200000,10500000,20,317, Rejected,24600000,11000000,2.019230769230769,3.3904761904761904,Poor
4, Not Graduate, No,8400000,29000000,2,463, Approved,26800000,13800000,3.4523809523809526,1.4,Poor
1, Not Graduate, Yes,9000000,34000000,16,842, Approved,28700000,23200000,3.7777777777777777,1.526470588235294,Excellent
4, Graduate, Yes,3400000,11800000,20,616, Approved,12800000,8300000,3.4705882352941178,1.7881355932203389,Fair
1, Not Graduate, No,5400000,19400000,8,800, Approved,22500000,6900000,3.5925925925925926,1.5154639175257731,Excellent
0, Graduate, Yes,700000,2100000,12,813, Approved,2700000,1500000,3.0,2.0,Excellent
2, Graduate, No,7600000,24800000,12,564, Approved,31400000,20200000,3.263157894736842,2.0806451612903225,Fair
2, Not Graduate, No,5000000,14700000,12,837, Approved,16500000,9400000,2.94,1.7619047619047619,Excellent
5, Not Graduate, Yes,2500000,9400000,16,735, Approved,11200000,2200000,3.76,1.425531914893617,Good
4, Not Graduate, Yes,2000000,5200000,16,724, Approved,7400000,9000000,2.6,3.1538461538461537,Good
5, Not Graduate, No,9000000,23900000,12,658, Approved,38200000,10300000,2.6555555555555554,2.0292887029288704,Good
5, Graduate, No,8300000,31800000,16,858, Approved,34800000,35700000,3.8313253012048194,2.2169811320754715,Excellent
0, Not Graduate, Yes,3100000,8500000,8,614, Approved,14300000,6300000,2.7419354838709675,2.4235294117647057,Fair
2, Graduate, Yes,8500000,25600000,16,714, Approved,22900000,26200000,3.011764705882353,1.91796875,Good
2, Graduate, Yes,1200000,4600000,20,605, Approved,5200000,5100000,3.8333333333333335,2.239130434782609,Fair
4, Graduate, Yes,2800000,5500000,8,875, Approved,9300000,10900000,1.9642857142857142,3.672727272727273,Excellent
5, Graduate, Yes,2800000,10900000,6,359, Rejected,10600000,8300000,3.892857142857143,1.7339449541284404,Poor
5, Graduate, Yes,6500000,24100000,6,441, Rejected,20500000,23700000,3.707692307692308,1.83402489626556,Poor
4, Graduate, No,8700000,25200000,18,790, Approved,26800000,34100000,2.896551724137931,2.4166666666666665,Excellent
1, Not Graduate, Yes,5400000,13600000,4,821, Approved,25500000,20300000,2.5185185185185186,3.3676470588235294,Excellent
2, Not Graduate, No,8600000,33300000,16,375, Rejected,36700000,30800000,3.872093023255814,2.027027027027027,Poor
3, Graduate, No,4700000,9600000,10,545, Rejected,17300000,12400000,2.0425531914893615,3.09375,Poor
5, Not Graduate, Yes,1100000,3900000,4,891, Approved,4300000,1300000,3.5454545454545454,1.435897435897436,Excellent
0, Graduate, No,6400000,14000000,8,486, Rejected,27600000,17800000,2.1875,3.242857142857143,Poor
0, Graduate, No,4300000,9900000,4,696, Approved,19100000,14500000,2.302325581395349,3.393939393939394,Good
5, Not Graduate, Yes,2900000,11100000,4,683, Approved,12700000,5600000,3.8275862068965516,1.6486486486486487,Good
5, Not Graduate, No,9600000,27100000,8,594, Approved,40100000,30100000,2.8229166666666665,2.5904059040590406,Fair
3, Not Graduate, Yes,900000,2500000,20,529, Rejected,3900000,1200000,2.7777777777777777,2.04,Poor
5, Not Graduate, No,8100000,26300000,4,429, Approved,29100000,12100000,3.246913580246914,1.5665399239543727,Poor
0, Not Graduate, Yes,8800000,25000000,4,400, Rejected,33000000,15300000,2.840909090909091,1.932,Poor
0, Graduate, No,8800000,17500000,4,848, Approved,36700000,33600000,1.9886363636363635,4.017142857142857,Excellent
1, Not Graduate, No,6400000,21500000,6,489, Rejected,26500000,6200000,3.359375,1.5209302325581395,Poor
2, Graduate, No,2900000,6600000,10,326, Rejected,10800000,10800000,2.2758620689655173,3.272727272727273,Poor
5, Graduate, No,1600000,6100000,8,663, Approved,7600000,4700000,3.8125,2.0163934426229506,Good
1, Not Graduate, No,1600000,5100000,18,729, Approved,7100000,4500000,3.1875,2.2745098039215685,Good
2, Graduate, Yes,3100000,10700000,4,398, Approved,9400000,6100000,3.4516129032258065,1.4485981308411215,Poor
2, Not Graduate, Yes,5600000,16700000,14,856, Approved,19900000,10600000,2.982142857142857,1.8263473053892216,Excellent
3, Graduate, Yes,8100000,19900000,20,347, Rejected,35300000,37200000,2.45679012345679,3.64321608040201,Poor
3, Not Graduate, No,9100000,19300000,12,696, Approved,43400000,33900000,2.120879120879121,4.005181347150259,Good
0, Graduate, Yes,5500000,17100000,8,353, Rejected,22300000,600000,3.109090909090909,1.3391812865497077,Poor
1, Graduate, Yes,9700000,34300000,20,756, Approved,40900000,34200000,3.536082474226804,2.1895043731778427,Excellent
4, Graduate, No,2300000,5400000,16,490, Rejected,7600000,9900000,2.347826086956522,3.240740740740741,Poor
1, Not Graduate, Yes,5600000,18000000,10,531, Rejected,28200000,15500000,3.2142857142857144,2.4277777777777776,Poor
2, Not Graduate, Yes,4500000,16600000,4,679, Approved,16700000,13400000,3.688888888888889,1.8132530120481927,Good
1, Graduate, Yes,500000,1800000,8,877, Approved,1700000,300000,3.6,1.1111111111111112,Excellent
0, Graduate, No,4200000,11000000,20,817, Approved,17800000,9100000,2.619047619047619,2.4454545454545453,Excellent
1, Not Graduate, No,9100000,23300000,18,792, Approved,44500000,13400000,2.5604395604395602,2.484978540772532,Excellent
4, Graduate, Yes,3200000,12800000,18,664, Approved,9700000,9700000,4.0,1.515625,Good
4, Graduate, Yes,6200000,21300000,16,882, Approved,17000000,15300000,3.435483870967742,1.516431924882629,Excellent
3, Not Graduate, Yes,2500000,7700000,10,768, Approved,10600000,4900000,3.08,2.012987012987013,Excellent
0, Graduate, No,9100000,27100000,12,787, Approved,44300000,27200000,2.978021978021978,2.6383763837638377,Excellent
3, Graduate, Yes,500000,900000,12,538, Rejected,1800000,700000,1.8,2.7777777777777777,Poor
4, Not Graduate, No,6900000,18000000,8,347, Rejected,27000000,25700000,2.608695652173913,2.9277777777777776,Poor
0, Graduate, Yes,1800000,5200000,16,317, Rejected,5300000,6400000,2.888888888888889,2.25,Poor
0, Graduate, Yes,4000000,14500000,2,713, Approved,16900000,11100000,3.625,1.9310344827586208,Good
1, Not Graduate, No,3900000,12300000,10,683, Approved,14100000,1700000,3.1538461538461537,1.2845528455284554,Good
2, Not Graduate, Yes,8000000,28100000,18,765, Approved,25900000,34500000,3.5125,2.1494661921708187,Excellent
5, Graduate, No,900000,3200000,10,803, Approved,3100000,3300000,3.5555555555555554,2.0,Excellent
0, Graduate, Yes,8200000,29700000,6,405, Rejected,29600000,4700000,3.6219512195121952,1.1548821548821548,Poor
5, Graduate, No,2300000,4900000,4,529, Rejected,11200000,10100000,2.130434782608696,4.346938775510204,Poor
5, Graduate, Yes,6900000,19400000,6,801, Approved,22500000,19500000,2.8115942028985508,2.1649484536082473,Excellent
3, Not Graduate, No,8800000,30700000,12,707, Approved,40800000,15100000,3.4886363636363638,1.8208469055374592,Good
1, Graduate, No,2600000,7200000,8,349, Rejected,12400000,7300000,2.769230769230769,2.736111111111111,Poor
1, Graduate, No,3700000,8700000,20,885, Approved,13500000,9700000,2.3513513513513513,2.6666666666666665,Excellent
2, Graduate, Yes,6200000,23800000,4,489, Approved,24600000,10400000,3.838709677419355,1.4705882352941178,Poor
3, Graduate, Yes,1000000,2600000,6,341, Rejected,4700000,4600000,2.6,3.576923076923077,Poor
1, Not Graduate, No,6000000,20000000,12,637, Approved,28600000,15100000,3.3333333333333335,2.185,Fair
1, Not Graduate, Yes,9100000,31400000,4,304, Approved,39800000,30800000,3.4505494505494507,2.248407643312102,Poor
1, Graduate, No,1700000,6700000,16,537, Rejected,4600000,7200000,3.9411764705882355,1.7611940298507462,Poor
5, Not Graduate, Yes,1700000,4600000,12,503, Rejected,6000000,3100000,2.7058823529411766,1.9782608695652173,Poor
1, Graduate, No,7100000,14300000,12,720, Approved,35700000,5100000,2.0140845070422535,2.8531468531468533,Good
5, Graduate, No,9400000,36800000,10,509, Rejected,28700000,28100000,3.9148936170212765,1.5434782608695652,Poor
5, Not Graduate, No,6200000,16400000,6,360, Rejected,28700000,8100000,2.6451612903225805,2.2439024390243905,Poor
1, Graduate, No,8300000,31800000,16,818, Approved,40700000,30800000,3.8313253012048194,2.248427672955975,Excellent
1, Graduate, Yes,8900000,21200000,8,716, Approved,31700000,14600000,2.3820224719101124,2.1839622641509435,Good
1, Graduate, Yes,6500000,14800000,12,360, Rejected,22300000,5600000,2.276923076923077,1.885135135135135,Poor
3, Graduate, Yes,8100000,26700000,10,895, Approved,27000000,14900000,3.2962962962962963,1.5692883895131087,Excellent
2, Not Graduate, No,4900000,13500000,8,328, Rejected,21700000,18600000,2.7551020408163267,2.9851851851851854,Poor
4, Graduate, No,9100000,26600000,2,812, Approved,43500000,35200000,2.923076923076923,2.9586466165413534,Excellent
3, Graduate, Yes,9000000,33100000,16,456, Rejected,33100000,30800000,3.6777777777777776,1.9305135951661632,Poor
4, Graduate, Yes,1300000,3900000,16,566, Approved,5000000,900000,3.0,1.5128205128205128,Fair
1, Not Graduate, No,6700000,25000000,20,598, Approved,20600000,18200000,3.7313432835820897,1.552,Fair
5, Not Graduate, No,3200000,9300000,6,656, Approved,16900000,10200000,2.90625,2.913978494623656,Good
0, Not Graduate, No,7500000,28700000,2,895, Approved,28700000,6100000,3.8266666666666667,1.2125435540069687,Excellent
3, Graduate, No,4900000,12800000,14,653, Approved,20200000,8300000,2.6122448979591835,2.2265625,Good
